id,funcionarioId,ferramentaId,status,dataConcessao,concedidoPor
ac0734,u184,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0735,u184,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0736,u184,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0737,u185,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0738,u185,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0739,u185,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0740,u185,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0741,u186,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0742,u186,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0743,u186,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0744,u186,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0745,u187,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0746,u187,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0747,u187,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0748,u187,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0749,u188,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0750,u188,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0751,u188,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0752,u188,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0753,u189,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0754,u189,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0755,u189,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0756,u189,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0757,u190,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0758,u190,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0759,u190,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0760,u190,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0761,u191,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0762,u191,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0763,u191,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0764,u191,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0765,u192,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0766,u192,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0767,u192,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0768,u192,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0769,u193,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0770,u193,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0771,u193,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0772,u193,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0773,u194,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0774,u194,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0775,u194,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0776,u194,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0777,u195,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0778,u195,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0779,u195,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0780,u195,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0781,u196,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0782,u196,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0783,u196,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0784,u196,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0785,u197,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0786,u197,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0787,u197,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0788,u197,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0789,u198,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0790,u198,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0791,u198,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0792,u198,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0793,u199,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0794,u199,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0795,u199,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0796,u199,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0797,u200,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0798,u200,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0799,u200,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0800,u200,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0801,u201,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0802,u201,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0803,u201,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0804,u201,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0805,u202,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0806,u202,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0807,u202,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0808,u202,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0809,u203,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0810,u203,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0811,u203,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0812,u203,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0813,u204,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0814,u204,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0815,u204,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0816,u204,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0817,u205,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0818,u205,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0819,u205,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0820,u205,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0821,u206,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0822,u206,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0823,u206,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0824,u206,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0825,u207,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0826,u207,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0827,u207,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0828,u207,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0829,u208,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0830,u208,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0831,u208,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0832,u208,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0833,u209,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0834,u209,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0835,u209,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0836,u209,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0837,u210,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0838,u210,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0839,u210,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0840,u210,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0841,u211,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0842,u211,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0843,u211,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0844,u211,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0845,u212,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0846,u212,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0847,u212,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0848,u212,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0849,u213,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0850,u213,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0851,u213,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0852,u213,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0853,u214,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0854,u214,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0855,u214,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0856,u214,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0857,u215,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0858,u215,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0859,u215,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0860,u215,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0861,u216,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0862,u216,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0863,u216,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0864,u216,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0865,u217,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0866,u217,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0867,u217,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0868,u217,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0869,u218,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0870,u218,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0871,u218,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0872,u218,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0873,u219,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0874,u219,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0875,u219,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0876,u219,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0877,u220,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0878,u220,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0879,u220,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0880,u220,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0881,u221,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0882,u221,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0883,u221,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0884,u221,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0885,u222,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0886,u222,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0887,u222,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0888,u222,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0889,u223,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0890,u223,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0891,u223,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0892,u223,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0893,u224,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0894,u224,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0895,u224,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0896,u224,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0897,u225,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0898,u225,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0899,u225,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0900,u225,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0901,u226,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0902,u226,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0903,u226,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0904,u226,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0905,u227,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0906,u227,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0907,u227,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0908,u227,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0909,u228,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0910,u228,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0911,u228,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0912,u228,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0913,u229,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0914,u229,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0915,u229,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0916,u229,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0917,u230,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0918,u230,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0919,u230,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0920,u230,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0921,u231,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0922,u231,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0923,u231,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0924,u231,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0925,u232,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0926,u232,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0927,u232,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0928,u232,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0929,u233,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0930,u233,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0931,u233,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0932,u233,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0933,u234,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0934,u234,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0935,u234,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0936,u234,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0937,u235,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0938,u235,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0939,u235,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0940,u235,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0941,u236,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0942,u236,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0943,u236,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0944,u236,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0945,u237,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0946,u237,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0947,u237,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0948,u237,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0949,u238,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0950,u238,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0951,u238,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0952,u238,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0953,u239,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0954,u239,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0955,u239,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0956,u239,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0957,u240,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0958,u240,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0959,u240,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0960,u240,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0961,u241,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0962,u241,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0963,u241,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0964,u241,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0965,u242,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0966,u242,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0967,u242,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0968,u242,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0969,u243,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0970,u243,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0971,u243,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0972,u243,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0973,u244,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0974,u244,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0975,u244,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0976,u244,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0977,u245,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0978,u245,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0979,u245,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0980,u245,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0981,u246,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0982,u246,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0983,u246,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0984,u246,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0985,u247,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0986,u247,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0987,u247,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0988,u247,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0989,u248,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0990,u248,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0991,u248,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0992,u248,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0993,u249,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0994,u249,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0995,u249,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0996,u249,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0997,u250,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0998,u250,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac0999,u250,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac1000,u250,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac1001,u251,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac1002,u251,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac1003,u251,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac1004,u251,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac1005,u252,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac1006,u252,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac1007,u252,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac1008,u252,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac1009,u253,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac1010,u253,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac1011,u253,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac1012,u253,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac1013,u254,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac1014,u254,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac1015,u254,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac1016,u254,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac1017,u255,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac1018,u255,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac1019,u255,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac1020,u255,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac1021,u256,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac1022,u256,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac1023,u256,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac1024,u256,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac1025,u257,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac1026,u257,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac1027,u257,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac1028,u257,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac1029,u258,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac1030,u258,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac1031,u258,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac1032,u258,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac1033,u259,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac1034,u259,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac1035,u259,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac1036,u259,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac1037,u260,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac1038,u260,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac1039,u260,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac1040,u260,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac1041,u261,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac1042,u261,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac1043,u261,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac1044,u261,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac1045,u262,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac1046,u262,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac1047,u262,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac1048,u262,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac1049,u263,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac1050,u263,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac1051,u263,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac1052,u263,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac1053,u264,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac1054,u264,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac1055,u264,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac1056,u264,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac1057,u265,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac1058,u265,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac1059,u265,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac1060,u265,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac1061,u266,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac1062,u266,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac1063,u266,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac1064,u266,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac1065,u267,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac1066,u267,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac1067,u267,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac1068,u267,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac1069,u268,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac1070,u268,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac1071,u268,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac1072,u268,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac1073,u269,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac1074,u269,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac1075,u269,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac1076,u269,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac1077,u270,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac1078,u270,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac1079,u270,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac1080,u270,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac1081,u271,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac1082,u271,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac1083,u271,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac1084,u271,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac1085,u272,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac1086,u272,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac1087,u272,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac1088,u272,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac1089,u273,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac1090,u273,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac1091,u273,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac1092,u273,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac1093,u274,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac1094,u274,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac1095,u274,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac1096,u274,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac1097,u275,f01,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac1098,u275,f02,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac1099,u275,f08,Ativo,2026-05-28,daniel.lopes@suno.com.br
ac1100,u275,f03,Ativo,2026-05-28,daniel.lopes@suno.com.br
